1000000 100000
1 351531 -342957429
1 496486 784491624
1 276113 -398621456
1 842631 -918407917
2 296870 777155
2 179912 782603
2 661502 960470
2 53530 618909
1 198130 329880978
2 318651 815118
1 806886 -192856349
2 395245 512798
1 432925 592909780
1 583618 179927647
1 859473 915321197
1 968811 -656174739
2 274801 882489
1 32714 -317897244
2 493549 670568
1 730558 -386126539
2 241254 899968
2 31382 636981
2 339939 422286
1 451215 64459235
1 341541 -960470115
1 453388 -587560997
1 693072 674920365
1 687019 179505293
2 21485 85149
2 655224 719952
1 710608 609529869
1 666265 232365224
2 148163 764402
1 82432 -312694312
2 252065 324335
2 514324 548322
1 87588 248050389
2 541668 967146
1 285055 17108205
2 364830 833329
1 1461 -434795575
1 359594 708942660
1 190301 -637841344
2 561881 623556
2 605786 646315
1 873044 169387181
1 954089 -751466243
1 775386 166497621
1 764006 -92088618
2 498458 873040
2 411748 883958
1 718908 -328543673
1 59194 -652702202
1 795482 668893729
1 569304 -163901447
1 900483 -378896961
1 478957 783444499
2 429241 814727
1 296190 -416981953
1 339459 -660954707
2 282307 529629
2 546555 956999
2 289588 344159
1 552907 -400903776
1 436641 934601166
1 31948 98181694
1 214879 -704757000
1 895814 776152505
1 418452 -129444317
1 192829 348718371
1 628952 463166732
2 552621 829828
1 365085 271243776
2 780954 824606
1 751063 -516457559
2 84256 226566
1 228108 675076089
1 654410 205164995
1 491050 617416883
2 613335 992900
2 597304 702352
1 290955 -68386853
1 70388 -924742740
2 783220 971885
1 879867 355156886
1 14616 -5089153
1 11058 817593551
1 107460 -681735073
1 666526 -985992815
2 324854 603303
1 120242 -119885424
1 815992 -872395339
2 534789 998600
2 140748 703604
1 115498 220839814
1 723827 -831778435
2 18555 160930
1 851019 -93028244
2 503552 594707
1 599349 -78699663
2 101104 346397
2 379728 542335
1 981211 466006262
2 443217 742282
1 339287 -291561717
1 164604 -852731470
1 586413 949809713
1 6909 332800835
1 295693 862835111
1 167410 -160758594
2 319597 610831
1 352626 -299455629
1 957491 485709264
1 24968 527600696
2 276558 364050
1 469192 87644921
2 159558 180763
1 403855 -18255090
1 129791 937508168
1 653940 -449804053
2 581386 852793
1 793988 -521851009
2 493306 908136
1 327250 574124542
2 77738 502300
1 401996 -531102803
1 850516 -762274078
1 436962 844993356
2 499518 543808
1 226799 658344451
1 74784 -33969787
1 4482 26677016
1 553807 463491497
1 657460 -78913957
1 839147 241963983
1 386205 -438678698
1 281139 -417972905
1 721134 -194091783
2 347123 705590
2 138219 624395
1 253448 -987784277
1 743005 -200764550
1 878629 703744700
2 462489 506443
1 664806 -366949569
1 755461 -931363539
2 75198 616606
1 844780 -841152170
1 772140 -676150292
1 18412 358246222
1 663585 858223838
1 258201 684778755
1 552004 -266606429
1 807542 -622414945
1 229967 171983604
2 397303 647009
1 986089 753248418
1 621515 158561879
2 132095 763043
2 286328 716635
1 253500 -457473387
1 771861 -512486471
1 244127 -677008150
1 649838 -533372810
2 381056 602785
2 492648 521697
1 925472 370028033
2 170338 230490
1 406007 -668477114
1 215151 3961326
2 94551 299770
1 664770 -51750364
1 733234 -697886226
1 334248 830802577
1 759280 -467335576
1 276602 592326723
2 761938 903754
1 686426 73111688
1 808389 407230767
1 367544 541327161
1 15360 444394749
1 807556 -432093176
1 212003 -568160677
2 698842 912672
1 914628 181006158
1 482369 -311129917
2 729486 896357
1 936890 -809999766
1 917133 850281956
2 289022 523428
1 382337 932364020
1 662438 -909994289
1 526142 -494703467
2 168417 566481
1 849302 -497301221
1 838531 -283846750
2 224560 964918
1 843648 -618702263
1 536726 432769429
2 517064 838021
1 323507 821412935
1 467656 -175161095
1 979492 488704981
2 245575 790134
1 725222 -893261758
2 354785 435768
1 470436 80781081
1 610445 -903343980
1 38408 -848249233
2 54992 607073
1 538486 -539270045
2 625803 837359
1 824528 -24669850
1 435798 895864985
2 290269 316321
1 659684 350266295
1 586670 -757109942
1 157940 -200646307
1 543872 -443945887
1 93161 43017844
1 137201 306259010
1 172689 728392670
1 797072 31780139
1 943127 707771367
1 758671 190446515
1 522332 187377404
1 655815 339835717
1 850829 -412812666
1 318783 -712055382
1 805760 156410628
1 69893 41859489
1 156805 -306562037
1 592941 877127455
2 611359 653794
2 599821 837560
1 332746 5425342
1 268219 683379569
1 317508 978098250
2 696723 934588
1 601712 253717405
1 53931 898787118
1 344124 -232349708
1 77855 -338485737
1 690130 794778568
1 736996 779446648
1 481088 -91905788
1 784467 203611845
1 711899 -526439723
1 158783 -5443047
1 449197 270285090
1 741094 254679341
2 74552 869941
1 894790 258823471
1 217691 -674265433
1 962047 824900512
1 214461 117596990
2 101431 343839
2 196847 707420
1 274635 551501272
2 198221 300662
2 670680 914433
2 298933 786635
1 494462 -877587419
1 778209 1259821
1 162380 -248335979
1 525150 426955305
1 655992 -400750469
1 708986 992707748
1 304746 617654513
1 576620 962073219
1 524930 370875850
1 539886 -576342123
2 376080 412784
1 658832 863589914
1 875588 592156000
2 131303 572870
1 486942 751237728
1 420391 296513044
1 573707 -227835270
1 821369 -1759577
1 171273 411312450
1 357715 -230975427
1 631638 -272661234
1 673343 -895444171
1 40525 -583643975
2 589015 751940
1 28231 -72302395
2 600154 876215
2 750445 812295
1 246356 -382139538
2 759778 877859
1 427669 814345394
2 133836 667254
1 162581 -224688695
1 644802 952684151
2 50677 78885
2 173983 563375
2 361966 651367
1 426935 618542726
2 944556 957156
1 836025 -959297662
1 413059 206967717
1 64181 313947680
1 666569 395637832
2 191160 862997
1 140533 386226241
1 330270 198973782
1 891490 -222433920
2 1735 809771
1 742893 108242305
2 261445 358860
1 951699 138708558
1 609706 -32342755
1 320441 961517349
1 58655 602885369
2 165376 488073
1 788426 138898276
1 99551 652242104
1 629960 -695800325
1 594277 -617593605
2 315538 998997
1 535199 931743737
1 817200 -300774659
2 255051 690803
2 451431 782711
1 297192 129678852
1 44205 -830382616
1 317162 784796218
1 546111 -480124324
1 986929 4005216
2 179364 864479
1 516246 -825697943
1 137152 864082153
1 385161 -667325191
1 431017 308325300
1 626982 458757711
1 243448 984547876
1 546078 548867407
1 469703 602412329
1 872623 133679407
2 117751 131497
2 444625 841489
1 24333 -808595049
1 83344 -675822036
1 474379 -587093437
1 143317 433937856
1 390526 51792008
1 383623 872745405
2 320089 741316
1 554874 572192724
1 800620 366483938
2 221020 473053
2 383336 598358
1 590325 562263361
1 398516 9331138
1 388467 -351865358
2 493967 811580
1 759643 -413854944
2 518341 703437
1 437458 -873768140
1 161131 -86688148
1 662008 -925388427
1 55310 702132371
1 682832 374999533
1 40622 -587793890
2 300450 744273
1 354827 88348884
1 760108 -787777399
1 598529 114423693
2 281146 430191
1 580341 -166892376
2 106441 169077
2 109101 953039
2 633257 756019
2 41440 501345
1 941726 638486479
1 841508 432216312
1 413385 74923596
2 811601 820008
1 619120 818888276
2 446729 755342
1 203377 141348405
2 318618 390483
1 195341 -766775792
1 482165 337193040
1 621573 -517796807
1 287367 791938392
1 715304 320953069
1 286253 952684359
1 199876 -982079072
1 510129 49043101
2 233878 432682
1 454012 -377584367
1 744905 -463862132
1 227099 718629577
2 101115 978686
1 865861 661739760
1 168880 350092635
1 370708 609302286
1 376099 987604406
2 17225 636303
1 19951 239235461
1 779979 642311761
1 245043 -348666827
2 80246 163733
1 874281 -62659675
1 869111 325352498
2 59986 690023
1 728023 954600218
1 844430 519708361
1 758855 -107099019
1 195228 753539876
2 506011 706628
1 808498 876617930
1 225688 362788683
1 53375 531847002
1 960615 975483533
1 381854 -813198561
1 40734 49126535
1 338015 166889377
1 93729 -928116918
1 484440 -546317701
2 170478 433535
2 233210 603395
1 33044 -984005956
2 449336 807602
1 572241 -895171159
1 20833 171407435
1 115475 -463140172
1 799570 -441176449
1 617383 -643755436
1 16895 -493699432
2 52968 170070
2 279692 321957
1 315743 -727332549
1 621685 91176546
1 469812 671641936
1 483404 -796213928
2 199534 432479
1 542991 351949937
1 294267 -837001516
1 554390 417744319
1 328033 816677112
1 692491 982652139
2 103177 223251
1 104417 -102503171
1 435611 590924066
1 864740 506278335
1 21018 865171179
1 813765 -696751753
1 288097 -189790901
1 702141 -311327337
2 688834 937504
1 611921 658251565
1 360624 84020753
1 446274 892275020
1 126929 451641018
1 362485 789694084
1 759953 340556251
1 64624 -441346490
1 470137 453082342
1 809779 12468774
1 184593 -825799530
1 676228 -652557162
1 582593 -329521900
1 216279 880009495
1 165992 -310299741
1 976300 -616365984
1 247674 -381527046
1 38548 223062219
1 85198 176340784
1 76192 363981914
1 140919 676828292
1 863899 243279919
1 248228 -126705807
1 500960 -370291431
1 456684 -487655991
1 963977 221358322
2 95809 590374
2 686559 883579
1 848968 937125982
1 250946 -919847723
2 366209 743007
1 890179 334178621
1 729012 635728353
1 401529 250020613
1 279185 -89495995
1 257988 549378660
1 336806 -269938491
2 86846 976330
1 142244 -992691900
1 352593 -41876291
1 933324 -776080930
1 857730 105844645
2 174797 806517
1 484300 648134174
1 97223 -83261749
1 43275 107713894
1 860901 885448850
1 783881 949322324
1 12907 638426000
1 475675 149799992
1 758537 365354917
1 882204 -733554933
1 964046 494658110
2 38091 990289
2 277180 649887
1 516651 -459427639
1 16735 97369114
1 37215 461673561
1 582439 -876990768
1 209830 -980924173
1 943440 -275817075
2 23578 495791
1 871468 456964305
2 695460 920751
1 655479 440326448
1 938213 -15833307
1 23193 -345111151
2 238172 482839
2 103426 786614
1 177824 -326259339
1 619575 322156529
1 695632 -126198021
1 519237 -819812863
2 368861 915793
1 460020 -700204790
1 258484 -225131873
2 447955 496378
1 907082 462882768
1 9685 -307666322
1 354256 437547318
1 126345 -42654245
2 349894 388228
1 356674 72873473
1 733065 -445501323
1 844076 205707719
1 179745 516187806
1 460752 504101405
1 111508 126664896
1 140773 -406507782
1 30292 3481139
1 801115 -512358361
1 225236 -172559011
1 622865 108050175
1 892550 -527200366
1 194938 -224672149
1 981116 -930025439
1 909770 199937090
2 249756 451293
1 695121 -86886346
1 615757 397566608
2 246924 340180
2 196321 701749
2 521497 866145
1 448769 120995225
1 624700 -650201389
1 190303 744182133
1 249714 405232392
1 922860 -41350091
1 841724 637444286
1 216809 445281740
1 679211 -584641841
1 56539 -652901060
2 143046 624038
1 127995 812498652
1 22065 -117340291
1 354766 -680211777
2 446653 869678
1 524676 -565453477
1 790169 -530941167
1 243782 -805421871
1 768038 739475313
1 722237 906372699
2 123445 892046
1 30385 77100914
1 923079 834690469
1 4204 158684478
2 235015 642927
2 254557 278179
2 82858 872333
1 741988 -775095813
1 341482 -652012266
1 393545 -409650622
1 220254 875983258
1 961615 -219093369
1 67501 518321453
1 789038 -599714514
2 505429 591890
2 557265 798848
2 61668 168487
1 521695 635259
1 215781 -104288386
1 658462 897549965
2 241066 491064
1 132476 728698372
1 722926 -526710382
2 244201 357222
1 470596 866248649
1 11718 471913377
1 444872 -148927333
1 691917 410590113
2 378402 783762
2 39849 994844
1 366054 993980520
1 774737 860504899
1 592744 46103871
2 337812 881143
1 818390 -823006946
1 462081 85307444
1 249933 129444537
2 642512 786274
1 902148 148282878
1 8985 835845172
1 244449 486566725
1 75099 -533504163
1 956105 -851410608
1 900938 -136487340
2 102539 621156
1 934399 375080796
1 150019 -234389123
1 453109 162185916
1 560273 486307668
1 359877 -887972087
1 697712 945516171
1 81948 153251255
1 787801 -670831505
1 245027 161832757
1 290134 376568255
1 361588 -664710370
1 466931 -274465944
1 950967 461101598
1 142663 -324466284
1 403741 850740659
1 315119 -12025842
1 551139 690041724
2 120305 999115
1 622557 -713375706
2 84391 984767
1 699824 456901816
1 619329 -820025430
1 758324 151960395
2 12947 949360
1 468161 919118566
1 884127 -49727987
1 786091 -953717495
1 655749 -526016868
1 148226 923052468
1 136082 304600110
1 606329 855522920
1 979342 -54445100
1 800299 249112984
1 908324 -115786517
1 944602 -993328533
1 980144 731618512
1 576013 -53706753
1 722686 -196619481
2 427444 545493
1 157357 -902655523
1 566789 369905794
2 174591 518615
2 799803 988910
1 190571 -527754111
1 179553 -858108167
1 844076 -431932534
1 608390 -594043387
1 965976 871335460
2 557583 619771
1 154912 211684201
1 458413 299623521
1 536527 -444481779
1 118549 487115311
1 452673 738015965
1 69835 -313545350
1 541044 350302002
1 101480 876754728
1 601811 -506277904
1 734019 293162727
1 637603 -880719350
1 281704 825826855
1 432808 651466007
2 611328 732325
1 839318 -946903329
1 866892 218854048
1 464253 -948750028
1 575845 566752717
2 190741 798056
2 464035 978646
2 90383 803371
1 969440 315314645
1 124513 -762964235
1 263852 98312539
1 400240 797554462
1 842305 952382261
1 404810 -17774924
1 59679 -391145144
2 63186 417150
1 60033 -257351150
1 642093 695115868
1 563967 322961297
1 610050 -280781425
1 407142 -568064102
1 293359 870069588
2 437181 688028
1 504352 803569833
1 167812 668572218
1 354648 591706166
1 547809 -359804695
2 224036 705616
1 527190 981327849
1 630168 -392376120
1 720735 27895944
1 604042 402202743
1 695532 911914346
1 504230 -548141535
1 150536 -374559943
1 654346 -359692396
1 691631 -426235306
2 86045 468385
1 117860 -532439940
1 908141 -283320304
1 953148 99596455
2 77726 899664
1 215325 390421563
2 533249 991689
1 185079 182840729
2 31277 257171
1 855665 -321483957
1 442966 -763967377
1 153585 -122664401
1 223900 754545345
2 513893 551112
2 62113 122909
1 847974 543291357
1 911107 -889577180
1 39346 658396843
1 922837 674444127
1 655748 -995831996
1 794082 176578219
1 520390 130929770
1 849727 -300857994
1 527606 179284332
2 31094 91873
2 205395 232873
1 151744 -796442830
1 119377 639737682
1 579105 -668831720
1 933867 125749919
1 330691 38328577
1 545687 -13839615
1 809676 106165693
2 332449 592178
1 895061 139459250
1 505736 -823905493
1 381363 -319399985
2 267574 973920
1 664689 459484845
1 856096 344750718
2 192629 954636
2 121670 408338
2 823525 872145
1 688678 -187446666
1 340892 -207260865
1 322369 -398128415
1 410427 403372236
1 423357 -971460894
1 762407 -951424125
1 503965 257037446
1 389463 -702771813
1 338461 -245328435
2 176917 960898
2 66964 633491
2 279959 398957
1 740015 594379096
1 853768 216835353
1 359527 -750554704
1 561885 294345144
2 762186 852671
1 539787 -425472581
1 765689 747575250
1 75457 47569622
1 155696 572176433
1 144189 -34343390
1 46522 -218513770
2 259460 853428
2 662918 910909
1 696347 38740669
1 818106 -557895745
1 860666 458786383
1 215299 -246408668
2 741460 878455
2 89039 256013
1 846845 595986745
2 221350 634344
2 682736 806524
1 318733 774872081
2 446080 582353
1 240664 587933901
1 748879 939331293
1 490135 -554950281
1 738936 420937620
1 994782 -951730876
1 560024 -672689817
1 322179 -76500149
1 872153 -535155844
2 468506 666126
1 159214 -567345118
1 722973 -374359634
1 33812 531047072
2 171460 653561
1 196808 -821352586
2 98051 152467
1 81392 614326636
1 857331 665161410
1 639519 845183068
2 1170 525482
1 459927 -660244018
2 57241 921586
2 411948 602807
1 40096 -272812721
1 109281 925892002
1 447024 315804010
2 7342 827487
2 450635 836346
1 932054 134253945
1 478519 -566792157
1 837473 209311776
1 379088 -368892227
1 122980 -495759524
1 555813 -152231843
1 712510 385259238
2 175901 967609
1 632389 981731249
2 68278 380898
1 8777 -34546882
1 877582 -569803427
2 416062 453261
1 785210 -683179735
2 397543 740676
1 47183 92394775
2 192109 508442
1 35860 -538844620
2 419891 689757
2 264480 365337
1 770392 -192521977
2 717470 974363
1 695325 50779984
1 401205 -678702790
1 282629 441004681
1 512628 -29519723
1 460493 806707128
1 237948 -749827081
1 923148 -272204695
1 926221 116704547
1 152244 526855816
1 407659 445905287
1 436251 -483827254
1 883858 79192565
1 45055 720702761
1 9950 308577099
1 254219 751276087
1 883217 994783296
1 150336 -196232730
1 865800 -5511059
1 565789 853204075
2 153405 924982
1 914687 -876618287
1 428034 -856774770
1 592886 -102916416
1 377537 113327847
1 291112 -854893387
1 869007 843774697
2 560829 915062
1 425725 949955953
1 752497 -703145414
1 910690 721161439
1 413079 -299100975
1 565816 103569161
1 961664 -877147327
2 320851 662583
1 203322 -866671624
1 105488 -238419461
1 760026 593273581
1 272122 -560180160
1 666207 840818182
1 615067 -87252368
1 383818 -371468045
1 116281 -700256972
1 876339 -789416856
1 122748 286444211
1 19950 -740062645
2 453160 940020
1 510023 592716459
2 211125 678257
1 177223 97408222
1 607444 -50820923
2 471447 806133
1 572950 -978995889
2 192307 234277
2 96506 793308
1 805401 844447013
1 462223 761936015
1 813401 390333807
1 335217 321105284
1 36944 -697531929
1 978667 -734993066
1 278996 -47826817
1 253107 83659958
1 589957 -11318377
1 583786 -305805029
2 22088 43694
1 527449 981323366
2 109085 248973
1 2911 -18007488
1 180167 -320198850
